Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
12/10/2010,The Fighter,"Micky Ward, a fledgling boxer, tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",David O. Russell,"Mark Wahlberg,
Christian Bale,
Amy Adams",Michael Brook,
12/10/2010,The Tourist,"American teacher Frank meets mysterious British Elsie on a train to Venice. Chased by a Scottish inspector, she aims to bring an ex-lover to justice.",Florian Henckel von Donnersmarck,"Johnny Depp,
Angelina Jolie,
Paul Bettany",James Newton Howard,
12/17/2010,How Do You Know,"After being cut from the U.S. softball team roster, Lisa evaluates her life and enters a love triangle as executive George faces baseball pitcher Matty.",James L. Brooks,"Reese Witherspoon,
Owen Wilson,
Paul Rudd",Hans Zimmer,
12/17/2010,Tron: Legacy,The son of a virtual world designer looks for his father and ends up inside the digital world his father designed. He meets his father's corrupted creation and a unique ally born inside the world.,Joseph Kosinski,"Garrett Hedlund,
Jeff Bridges,
Olivia Wilde",Daft Punk,Tron 2
12/17/2010,Yogi Bear,"A documentary filmmaker goes to Jellystone Park to shoot a project and crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",Eric Brevig,"Dan Aykroyd,
Justin Timberlake,
Anna Faris",John Debney,
12/22/2010,Country Strong,Recovering alcoholic country music singer Kelly regrets a fall while pregnant. She begins a Texas three-city tour with newer stars Beau and Chiles.,Shana Feste,"Gwyneth Paltrow,
Tim McGraw,
Garrett Hedlund",Michael Brook,
12/22/2010,Little Fockers,"Diagnosed with a heart condition, Jack declares Greg his successor as head of the Byrnes family, but Jack later suspects infidelity with a flirty client.",Paul Weitz,"Robert De Niro,
Ben Stiller,
Owen Wilson",Stephen Trask,Meet the Parents 3
12/22/2010,True Grit,A 14-year-old girl enlists a drunken U.S. Marshal to find her father's murderer in Indian territory before a good Texas Ranger arrests him himself.,"Joel Coen,
Ethan Coen","Jeff Bridges,
Matt Damon,
Hailee Steinfeld",Carter Burwell,
12/25/2010,Gulliver's Travels,"A bored New York mail room worker takes a job in Bermuda to impress a journalist but ends up on island of Lilliput, where he towers over its citizens.",Rob Letterman,"Jack Black,
Jason Segel,
Emily Blunt",Henry Jackman,
12/29/2010,Blue Valentine,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",Derek Cianfrance,"Ryan Gosling,
Michelle Williams,
Faith Wladyka",Grizzly Bear,
12/29/2010,The Way Back,"During World War II, Polish army officer Janusz joins American Mr. Smith, Russian criminal Valka, and Polish girl Irena in a 4,000 mile long escape.",Peter Weir,"Jim Sturgess,
Ed Harris,
Saoirse Ronan",Burkhard Dallwitz,
01/14/2011,The Dilemma,Businessman Ronny sees the wife of his engineer friend Nick kissing another man. He hesitates to tell him before their car presentation with Dodge.,Ron Howard,"Vince Vaughn,
Kevin James,
Jennifer Connelly","Hans Zimmer,
Lorne Balfe",
01/14/2011,The Green Hornet,"After his father's death, Britt, heir to a newspaper company, teams up with his late father's assistant Kato to become a masked crime-fighting duo.",Michel Gondry,"Seth Rogen,
Jay Chou,
Christoph Waltz",James Newton Howard,
01/21/2011,No Strings Attached,"In L.A., a smart doctor and a TV show assistant, having met at a summer camp, work to keep their relationship strictly physical, but they fall in love.",Ivan Reitman,"Natalie Portman,
Ashton Kutcher,
Cary Elwes",John Debney,
01/28/2011,The Mechanic,An elite hitman teaches his trade of eliminating targets cleanly to an apprentice that is the son of the mentor he killed. They hunt another assassin.,Simon West,"Jason Statham,
Ben Foster,
Donald Sutherland",Mark Isham,
01/28/2011,The Rite,An American seminary student is sent to Rome to attend an exorcism class. He encounters a Welsh Jesuit exorcist helping a possessed pregnant girl.,Mikael Håfström,"Anthony Hopkins,
Colin O'Donoghue,
Alice Braga",Alex Heffes,
02/04/2011,The Roommate,"When college freshman Sara arrives on campus, she befriends shy peer Rebecca, unaware she is going to become dangerously obsessed with her.",Christian E. Christiansen,"Leighton Meester,
Minka Kelly,
Cam Gigandet",John Frizzell,
02/11/2011,Gnomeo & Juliet,"In England, a blue-hatted gnome in the Montague garden falls in love with a red-hatted gnome in the rival neighbor Capulet garden, meeting covertly.",Kelly Asbury,"James McAvoy,
Emily Blunt,
Michael Caine","James Newton Howard,
Chris Bacon",
02/11/2011,Just Go with It,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his wife to cover up a big lie he told his younger girlfriend.",Dennis Dugan,"Adam Sandler,
Jennifer Aniston,
Brooklyn Decker",Rupert Gregson-Williams,
02/11/2011,The Eagle,"In 140 AD Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden eagle emblem.",Kevin Macdonald,"Channing Tatum,
Jamie Bell,
Donald Sutherland",Atli Örvarsson,
02/18/2011,"Big Mommas: Like Father, Like Son",FBI agent Malcolm and his stepson Trent hide as Big Momma and her grandniece Charmaine at an all-girls arts school after Trent observes a murder.,John Whitesell,"Martin Lawrence,
Brandon T. Jackson,
Jessica Lucas",David Newman,Big Momma's House 3
02/18/2011,I Am Number Four,Nine powerful aliens with guardians hide on Earth from intergalactic bounty hunters. They can die only in numerical order. The fourth alien is next.,D. J. Caruso,"Alex Pettyfer,
Timothy Olyphant,
Teresa Palmer",Trevor Rabin,
02/18/2011,Unknown,A man awakens from a coma only to discover someone has taken his identity and that no one believes him. He sets out to prove who he is.,Jaume Collet-Serra,"Liam Neeson,
Diane Kruger,
January Jones","John Ottman,
Alexander Rudd",
02/25/2011,Hall Pass,"Rick and Fred, two best friends who are having difficulty in their marriages, are told by their wives that for a week, they can do whatever they want.","Peter Farrelly,
Bobby Farrelly","Owen Wilson,
Jason Sudeikis,
Jenna Fischer",Rolfe Kent,
03/04/2011,Rango,"An ordinary chameleon accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",Gore Verbinski,"Johnny Depp,
Isla Fisher,
Abigail Breslin",Hans Zimmer,
03/04/2011,Take Me Home Tonight,"In 1988, four years after graduation, a video store clerk uses his sister's boyfriend's Labor Day party to make his move on his high school crush, Tori.",Michael Dowse,"Topher Grace,
Anna Faris,
Dan Fogler",Trevor Horn,
03/04/2011,The Adjustment Bureau,"A congressman discovers that seemingly chance events in his life are controlled by a mysterious, powerful group except his romance with a dancer.",George Nolfi,"Matt Damon,
Emily Blunt,
Anthony Mackie",Thomas Newman,
03/05/2011,Red State,"Three teenagers get an online invitation for sex, but are soon trapped by a fanatically conservative church. They plan an escape as the ATF arrives.",Kevin Smith,"Michael Parks,
John Goodman,
Melissa Leo",N/A,
03/11/2011,Battle: Los Angeles,A Marine staff sergeant and his team take it upon themselves to face a UFO enemy and protect what remains of the planet.,Jonathan Liebesman,"Aaron Eckhart,
Michelle Rodriguez,
Ramon Rodriguez",Brian Tyler,
03/11/2011,I Will Follow,"A successful artist has taken a leave from work to care for her ill aunt. After the aunt's death, she moves out of a house and is visited by 12 people.",Ava DuVernay,"Salli Richardson-Whitfield,
Omari Hardwick,
Blair Underwood",Kathryn Bostic,
03/11/2011,Mars Needs Moms,A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away.,Simon Wells,"Seth Green,
Dan Fogler,
Tom Everett Scott",John Powell,
03/11/2011,Red Riding Hood,Valerie lives with her parents and older sister in Daggerhorn near a forest plagued by a werewolf. It threatens the village if Valerie does not join it.,Catherine Hardwicke,"Amanda Seyfried,
Gary Oldman,
Billy Burke","Brian Reitzell,
Alex Heffes",
03/18/2011,Limitless,"With a pill that enables the user to access 100% of his brain ability, struggling writer Eddie is soon a financial wizard, but he suffers from withdrawal.",Neil Burger,"Bradley Cooper,
Abbie Cornish,
Robert De Niro",Paul Leonard-Morgan,
03/18/2011,Paul,Two English comic book geeks meet a sarcastic alien and help him escape from Secret Service agents so that he can return home after 60 years.,Greg Mottola,"Simon Pegg,
Nick Frost,
Seth Rogen",David Arnold,
03/18/2011,The Lincoln Lawyer,"Mickey Haller, a lawyer defending a wealthy man, begins to believe his client is guilty of more than just one crime while a second client is innocent.",Brad Furman,"Matthew McConaughey,
Marisa Tomei,
Ryan Phillippe",Cliff Martinez,
03/25/2011,Diary of a Wimpy Kid: Rodrick Rules,"Now in seventh grade, Greg Heffley and his older brother Rodrick deal with their parents' misguided attempts to have the two bond. They hide a party.",David Bowers,"Zachary Gordon,
Devon Bostick,
Rachael Harris",Edward Shearmur,Diary of a Wimpy Kid 2
03/25/2011,Sucker Punch,A girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,Zack Snyder,"Emily Browning,
Abbie Cornish,
Jena Malone","Tyler Bates,
Marius de Vries",
04/01/2011,Insidious,A family looks to prevent evil spirits who invaded their home from trapping their comatose child in a realm called The Further.,James Wan,"Patrick Wilson,
Rose Byrne,
Barbara Hershey",Joseph Bishara,
04/01/2011,Source Code,A soldier wakes up in another body and learns he is part of an experimental government program to find the bomber of a train within eight minutes.,Duncan Jones,"Jake Gyllenhaal,
Michelle Monaghan,
Vera Farmiga",Chris Bacon,
04/01/2011,Super,"After his wife leaves him for a drug dealer, Frank transforms himself into Crimson Bolt, a superhero with the best intentions but with little heroic skills.",James Gunn,"Rainn Wilson,
Elliot Page,
Liv Tyler",Tyler Bates,
04/08/2011,Arthur,"A drunken playboy stands to lose $950 million if he does not marry his mother's assistant, but he he falls for a kind, free-spirited aspiring author.",Jason Winer,"Russell Brand,
Helen Mirren,
Jennifer Garner","Theodore Shapiro,
Mark Ronson",
04/08/2011,Hanna,A 15-year-old girl is raised as an assassin in the wilderness by her father. A senior CIA agent finds them after she turns on a beacon. She escapes.,Joe Wright,"Saoirse Ronan,
Eric Bana,
Tom Hollander",The Chemical Brothers,
04/08/2011,Your Highness,"When a sorcerer kidnaps a prince's bride, who had been kept in a tower, he and his lazy brother go on a quest, later joined by a vengeful warrior.",David Gordon Green,"Danny McBride,
James Franco,
Natalie Portman",Steve Jablonsky,
04/15/2011,Rio,"Domesticated in Minnesota, macaw Blu is taken to Brazil to mate with free-spirited macaw Jewel. They fall in love and face an evil white cockatoo.",Carlos Saldanha,"Anne Hathaway,
Jesse Eisenberg,
Jemaine Clement",John Powell,
04/15/2011,Scream 4,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",Wes Craven,"David Arquette,
Neve Campbell,
Courteney Cox",Marco Beltrami,
04/22/2011,Incendies,Two Canadian twins travel to their mother's native country in the Middle East to find their father and brother. They uncover her bloody civil war history.,Denis Villeneuve,"Lubna Azabal,
Mélissa Désormeaux-Poulin,
Maxim Gaudette",Grégoire Hetzel,
04/22/2011,Madea's Big Happy Family,Madea learns her niece Shirley is dying from her cancer. She gathers her niece's children and their bickering family members to share the bad news.,Tyler Perry,"Tyler Perry,
Loretta Devine,
Bow Wow",Aaron Zigman,Madea 5
04/22/2011,Water for Elephants,"In 1931, a former veterinary student takes a job as a doctor in a travelling circus and falls in love with the ringmaster's wife, who rides an elephant.",Francis Lawrence,"Reese Witherspoon,
Robert Pattinson,
Christoph Waltz",James Newton Howard,
04/29/2011,Fast Five,"Freed before imprisonment, Dom recruits a team to steal $100 million from a corrupt Brazilian drug lord while chased for arrest by DSS agent Hobbs.",Justin Lin,"Vin Diesel,
Paul Walker,
Jordana Brewster",Brian Tyler,Fast & Furious 5
04/29/2011,Prom,"When a dance's decorations are destroyed in an act of school vandalism, the class president Nova must trust a troublemaking rebel to help her out. ",Joe Nussbaum,"Aimee Teegarden,
Thomas McDonell,
Cameron Monaghan",Deborah Lurie,
05/06/2011,Jumping the Broom,"In Martha's Vineyard, two vastly different families converge one weekend for the wedding of Jason and Sabrina, child of a rich couple with a secret.",Salim Akil,"Paula Patton,
Laz Alonso,
Angela Bassett",Edward Shearmur,
05/06/2011,Something Borrowed,"Friendships are tested, and secrets come to the surface, when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.",Luke Greenfield,"Kate Hudson,
Ginnifer Goodwin,
John Krasinski",Alex Wurman,
05/06/2011,The Beaver,"A sad toy company CEO is kicked out by his wife, to the relief of their son. He creates an alternate personality that speaks through a beaver puppet.",Jodie Foster,"Mel Gibson,
Jodie Foster,
Anton Yelchin",Marcelo Zarvos,
05/06/2011,Thor,"A powerful but arrogant god is cast out of Asgard to live among humans on Earth, where he meets three scientists while his brother plots mischief.",Kenneth Branagh,"Chris Hemsworth,
Natalie Portman,
Tom Hiddleston",Patrick Doyle,
05/13/2011,Bridesmaids,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",Paul Feig,"Kristen Wiig,
Maya Rudolph,
Rose Byrne",Michael Andrews,
05/13/2011,Priest,A veteran warrior lives in obscurity with humans inside one of the Church’s cities. He breaks vows to rescue his niece from vampires with a sheriff.,Scott Stewart,"Paul Bettany,
Karl Urban,
Cam Gigandet",Christopher Young,
